Status,City,State,Country,Classification,Open FDA,Product Type,Event ID,Recalling Firm,Address 1,Address 2,Postal Code,Voluntary Mandated,Initial Firm Notification,Distribution Pattern,Recall Number,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info
Terminated,La Mirada,CA,United States,Class II,{},Food,91843,DAISO CALIFORNIA WAREHOUSE,16400 Trojan Way,N/A,90638-5630,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Products were distributed to customer retail locations in California, Texas, Nevada, New York, New Jersey, Washington, and British Columbia Canada.",F-0875-2023,Kajitani food cigar fry  110g UPC: 4901332108289,"1,366",Coconut not listed in ingredients list or contains statement,20230303,20230510,20240503,20230517,No code on package,
Terminated,Baltimore,MD,United States,Class I,{},Food,91653,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",2800 Wegworth Ln,N/A,21230-3300,Voluntary: Firm initiated,Press Release,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",F-0504-2023,"Bistro To Go, Smoked Turkey & Swiss Croissant, Net Wt. 7 Oz. Single Serving, Keep refrigerated",390  units,"On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",20230203,20231017,20231017,20230322,UPC Code : 813141020093,
Terminated,Walnut Creek,OH,United States,Class I,{},Food,90285,Walnut Creek Chocolate Co Inc,4917 State Route 515,N/A,44687,Voluntary: Firm initiated,E-Mail,"AL, AZ, CA, CO, CT, FL, GA, IA, IL, IN, LA, MA, MI, MN, MO, NC, ND, NM, NV, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV",F-1143-2022,"Buckeye Fudge   packaged in 8oz tub, 5lb loaf, 4lb tray",724 total units,Potential Salmonella contamination,20220523,20220602,20220719,20220608,"Product Codes: FBUC01, FBUC02, FBUC03 Lot Codes: 1322, 1348, 1357, 2052, 2056, 2084, 2102, 2104, 2124, 2123, 2131, 2139, 1307, 1312, 22110",
Terminated,Baltimore,MD,United States,Class I,{},Food,91653,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",2800 Wegworth Ln,N/A,21230-3300,Voluntary: Firm initiated,Press Release,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",F-0570-2023,"Fresh Creative Cuisine, Turkey & Cheddar Hoagie, Net . Wt. 7.3 Oz. Single Serving, Keep refrigerated",80  units,"On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",20230203,20231017,20231017,20230322,UPC Code : 813141021373,
Terminated,Baltimore,MD,United States,Class I,{},Food,91653,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",2800 Wegworth Ln,N/A,21230-3300,Voluntary: Firm initiated,Press Release,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",F-0106-2024,"Fresh Creative Cuisine Black Label, Fresh Cut Vegetables & Hummus, Net Wt. 6.4 Oz. Single Serving, Keep refrigerated",361,"On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",20230203,20231017,20231017,20230322,UPC Code : 813141025821,
Terminated,North Brunswick,NJ,United States,Class II,{},Food,87745,"Church & Dwight Co., Inc. OGI Distribution Center",2300 Us Highway 1,N/A,08902-4438,Voluntary: Firm initiated,Letter,"The product was distributed thru out the US and Canada, Panama, China,",F-0464-2021,"vitafusion Melatonin 140ct, 3 Pack 140 CT  vitafusion Melatonin 44ct , 3Pack 44CT","5475 Bottles 44ct Bottles, 2081 Bottles 140 CT",Potential presence of a metallic mesh material in products.,20210419,20210428,20220203,20210505,"Product Code: 0-27917-02671-8  Lot Codes: WA03076990, WA03077852, WA02608988    Product Code: 0-27917-28011-0  Lot Codes: WA03076270",
Completed,Conley,GA,United States,Class I,{},Food,90883,Renaissance Food Group,4322 Moreland Ave Bldg B,N/A,30288-2142,Voluntary: Firm initiated,E-Mail,"Products were shipped to the following states: Alabama, Georgia & South Carolina.",F-0018-2023,"Mexican Style Layered Bean Dip, NET WT, 1.25 lb (567g), Dist. By: Renaissance Food Group LLC 4322 Moreland Ave. Conley, GA 30288, UPC, 8 26766 14810 2",72/20oz units,Firm received positive test results for L. monocytogenes in a finished product. All products manufactured with the same components are being recalled.,20220912,20221006,,20221012,GHGA 254 SELL BY: 09/17/22,
Ongoing,Shawnee,OK,United States,Class II,{},Food,94301,Shawnee Milling Company,201 S Broadway Ave,,74801-8427,Voluntary: Firm initiated,E-Mail,Product is sold to one distributor,F-1212-2024,5 lb.Food Club All Purpose Flour Best if Used by 03/08/2025,"3,360 5lb bags","undeclared milk, egg, and soy",20240326,20240501,,20240508,Best if Used by 03/08/2025,
Terminated,Cambridge,MD,United States,Class II,{},Food,93143,"TreeHouse Foods, Inc.",904 Woods Rd,N/A,21613-9470,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product Distributed to the following states: AL, AZ, AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,NH,NJ,NY,NC,OH,OR,PA,SC,TN,TX,UT,VA,WA,WI",F-0725-2024,Central Market 16oz Organic Low Sodium Chicken Broth Concentrate,"439,240 cases total for all products",potential microbial contamination,20230921,20240117,20240322,20240124,"Retail UPC: 41220214105, Lot Code: 98A10312",
Terminated,West Valley City,UT,United States,Class II,{},Food,88439,"Gem City Fine Foods, LLC",3403 S 1400 W Ste C,N/A,84119-4050,Voluntary: Firm initiated,Letter,"Two distributors in CO, TX.",F-0928-2021,"Flourless Chocolate Torte, 14 oz., in recyclable plastic circular container with black base and clear lid, Gem City Fine Foods, 3403 S 1400 W, Suite C, West Valley City, UT 84119. There are 4/cs. UPC 855026001186. Store Frozen or Thawed in Fridge.",51 cases of 4/case,Frozen desserts are mislabeled. Flourless Chocolate Torte mislabeled with Triple Berry Streusel Cheesecake ingredients and nutrition label. Chocolate Torte and Triple Berry Streusel are both mislabeled with pecans as an ingredient although firm has not used nuts of any kind in its products or the facility since April 2018.,20210807,20210901,20220714,20210908,"Batch 21181-06; Best by June 30, 2022",
Terminated,Dover,FL,United States,Class II,{},Food,86490,TAMPA BAY FISHERIES INC,North Gallagher Rd,N/A,33527,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in San Antonio, Texas",F-0028-2021,"Meal Simple Taco Seasoned Salmon Over Fire Roasted Vegetables and Grains, Net WT. 10.8 oz (306g),   Use By Date of 2020-9-24.",75 cases / 405 lb,Undeclared soy (whole edamame beans),20200923,20201016,20210223,20201014,Lot# 02591715,
Terminated,Baltimore,MD,United States,Class I,{},Food,91653,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",2800 Wegworth Ln,N/A,21230-3300,Voluntary: Firm initiated,Press Release,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",F-0182-2024,"Orchard Bistro, Margharita Rustic Flatbread Pizza, Net Wt. 11.5 Oz. Single Serving, Keep refrigerated",28,"On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",20230203,20231017,20231017,20230322,UPC Code : 813141020840,
Terminated,Murray,UT,United States,Class II,{},Food,90636,"Clinical Innovations, LLC",747 W 4170 S,,84123-1364,Voluntary: Firm initiated,E-Mail,Nationwide.,F-1682-2022,"Sweetums 24% Sucrose Solution Preservative Free 15 mL cups VPSU15037288.  Each box contains 288 cups. Product is aseptically packaged in 15 mL cups with foil lid. Each cup contains 15 mL of USP purified water, 24% sugar, citric acid (buffer).  Cup is latex-free, DEHP-free, BPA-free. UPC 00814247020673. Store at room temperature.  Product is only used in the hospital setting including the NICU and administered directly to tongue or buccal surface.","1,773 boxes (288 cups/box)","Firm received complaints of leaking cups, black liquid, and black particulates in the 24% Sucrose Solution.",20220719,20220831,20230209,20220907,Lot 21222. Expiration date: 08/10/2022 Lot 21223. Expiration date: 08/11/2022 Lot 21224. Expiration date: 08/12/2022 Lot 21225. Expiration date: 08/13/2022 Lot 21235. Expiration date: 08/23/2022 Lot 21236. Expiration date: 08/24/2022 Lot 21250. Expiration date: 09/07/2022 Lot 21251. Expiration date: 09/08/2022 Lot 21252. Expiration date: 09/09/2022 Lot 21254. Expiration date: 09/11/2022 Lot 21312. Expiration date: 11/08/2022 Lot 21314. Expiration date: 11/10/2022 Lot 21315. Expiration date: 11/11/2022 Lot 21316. Expiration date: 11/12/2022 Lot 21319. Expiration date: 11/15/2022 Lot 21320. Expiration date: 11/16/2022 Lot 21321. Expiration date: 11/17/2022 Lot 21322. Expiration date: 11/18/2022 Lot 21323. Expiration date: 11/19/2022 Lot 21326. Expiration date: 11/22/2022,
Terminated,Fresno,CA,United States,Class I,{},Food,90667,"Lyons Magnus, Inc",3158 E Hamilton Ave,,93702-4163,Voluntary: Firm initiated,Telephone,Nationwide,F-1673-2022,"The Original Oatly!  Oat-Milk Barista Edition.  11 fl oz (330ml).  UPC 1 90646-63012 6.  18 count case UPC 20190646630120.  Once opened, store in refrigerator and consume within 7 days.  Distributed by: Oatly Inc., New York, NY  10017.","53,818,025 total units",Findings and potential for Cronobacter sakazakii and Clostridium botulinum.,20220722,20220830,20240725,20220907,EXPANDED 8-10-2022        Lot Code 3231 / Best By Date 19Nov2022 LM,
Terminated,Mobile,AL,United States,Class II,{},Food,93970,"FGP Manufacturing, LLC",1201 W I65 Service Rd N,,36618-1104,Voluntary: Firm initiated,E-Mail,"Distribution States: FL, OK, OH, SC, TX, CO, GA, WI, NC, AL, MO, WV, PA, MI, TN, AZ, NJ   Product sent to franchise owners. -Banana Pudding pops manufactured between 2/21/23 - 1/17/24 and distributed between 2/26/23 - 2/6/24 to the customers on the list provided. -Creamy Coconut pops manufactured between 5/4/23 - 1/18/24 and distributed between 5/8/23 - 2/6/24 to the customers on the list provided. -Fruity Pebble pops manufactured between manufactured between 2/9/23 - 12/8/23 and distributed between 2/13/23 - 2/6/24 to the customers on the list provided.",F-1037-2024,Frios Gourmet Pops - Fruity Pebbles Popsicle 3oz frozen popsicle packaged individually in clear plastic sleeve. 48 popsicles per box.   *Sold directly to end consumer via food truck,731 boxes (48/bx),Undeclared Color Additives - Yellow #5,20240207,20240306,20240416,20240313,Manufacturer No. 010212,
Terminated,Mentor,OH,United States,Class II,{},Food,92997,Fox  Confections LLC,7419 Mentor Ave,,44060-5405,Voluntary: Firm initiated,Telephone,Distributed to 90 retail locations in Illinois and Ohio,F-1537-2023,"F-Bombs Cookie Dough Truffles: 12 ounce plastic packaging, plastic packaging is packed into 4x4x2 cardboard boxes. UPC 850036018032",150 (12oz) packages,Undeclared FD&C Yellow #5 and Yellow #6,20230831,20230918,20231002,20230927,Product No. 01803,
Terminated,Framingham,MA,United States,Class I,{},Food,90116,"The TJX Companies, Inc.",770 Cochituate Rd,,01701-4666,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","AL, CT, ID, LA, MN, ND, NV, PA, TN, WA, AR, DE, IL, MA, MO, NE, NY, PR, TX, WI, AZ, FL, IN, MD, MS, NH, OH, RI, UT, WV, CA, GA, KS, ME, MT, NJ, OK, SC, VA, WY, CO, IA, KY, MI, NC, NM, OR, SD, VT",F-1261-2022,Keats London Vegan Irish Cream Truffles  in a 4.93-ounce round blue plastic package.,"18,880 units (total)",Product(s) may contain undeclared milk.,20220501,20220606,20230317,20220615,All product codes.,
Ongoing,Charlottesville,VA,United States,Class I,{},Food,91912,Perrigo Nutritionals,455 2nd St Se,,22902-5793,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide and Canada.,F-0732-2023,"Gerber GoodStart  SoothePro Infant Formula with Iron.  Milk Based Powder.  Stage 1, 0 - 12 Months.  Nestle Infant Nutrition, Arlington, VA  22209.   Packaged in the following sizes:   1.  Net Wt 12.4 oz. (351 g) (6 cans per case)  UPC 050000-62400 3 2.  Net Wt 30.6 oz. (1.91 lb / 867 g) (4 cans per case)  UPC 0 50000-49498 9 3.  Net Wt 19.4 oz.  (1.21 lb/549 g) (4 cans per case)  UPC 0 50000-48722 6 4.  Product only sold in Canada:  942g (4 cans per case)  UPC 0 55000-38369 1.","182,888 cans",Infant Formula has the potential to be contaminated with Cronobacter spp.,20230317,20230414,,20230412,Gerber Good Start SootheProTM 12.4 oz: Lot 300357651Z - USE BY 04JUL2024 Lot 300457651Z - USE BY 05JUL2024 Lot 300557651Z - USE BY 06JUL2024 Lot 300557652Z - USE BY 06JUL2024 Lot 300757651Z - USE BY 08JUL2024 Lot 300857651Z - USE BY 09JUL2024 Lot 301057651Z - USE BY 11JUL2024 Lot 301057652Z - USE BY 11JUL2024 Lot 301157651Z - USE BY 12JUL2024  Gerber Good Start SootheProTM 30.6 oz: Lot 301357652Z - USE BY 14JUL2024 Lot 301457652Z - USE BY 15JUL2024 Lot 301557651Z - USE BY 16JUL2024  Gerber Good Start SootheProTM 19.4 oz: Lot 301557652Z - USE BY 16JUL2024I,
Terminated,Columbus,OH,United States,Class III,{},Food,90385,Abbott Laboratories,2900 Easton Square Pl,,43219-6225,Voluntary: Firm initiated,Letter,"AZ, CA, FL, GA, IL, IN, MN, NC, NY, OH, KS, and TN.",F-1312-2022,"Pedialyte***Replaces Electrolytes***Great for Kids and Adults***Strawberry Lemonade Natural Flavor with Other Natural Flavor*** 6 0.6 OZ (17g) PACKETS/NET WT. 3.6 OZ (102g)***INGREDIENTS: ANHYDROUSE DEXTROSE, CITRIC ACID, POTASSIUM CITRATE***Manufactured for: Abbott Nutrition, Abbott Laboratories, Columbus, Ohio 43219","789 cases/4734 cartons/28,404 packets","The third party contract manufacturer used a dextrose ingredient derived from wheat in one lot of the Strawberry Lemonade powder, which is not declared on the label.",20220603,20220615,20221221,20220622,287112S00,
Terminated,Nof Ha-Galil,,Israel,Class I,{},Food,90105,ELITE CONFECTIONERY LTD,Nazareth-Ilit,"5, Gilbo'A",N/A,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Distributed in the US nationwide,F-1212-2022,ELITE MINI CARAMEL UPC: 815871011464	 NET WT. 6.7OZ (190 g). Passover Bar,unknown,Potential contamination with Salmonella,20220428,20220604,20221103,20220615,All lots,
Terminated,Ephrata,PA,United States,Class III,{},Food,91163,"Four Seasons Produce Warehouse #2/Sunrise Logistics, Inc",820 N Reading Rd,N/A,17522-8429,Voluntary: Firm initiated,E-Mail,"The product was distributed to two consignees, one in NJ and one in PA.",F-0215-2023,"PROPAL, Hass Avocados , Bag of 6 pieces, Green net with green plastic film, 11 bags per case.",40 cases (440 bags),"Sunrise Logistics Inc/ Four Seasons Produce Inc, 400 Wabash , Road Ephrata, PA 17522 has initiated a recall of,  PROPAL Hass Avocados, Bag of 6 pieces, Green net with green plastic film, 11 bags per case  because they were found to be contaminated with pesticides as per tolerance limit 40CFR 180.275.",20221115,20230104,20230222,20230111,"Barcode#: 849351000013, Item #: 647466",
Terminated,Pico Rivera,CA,United States,Class I,{},Food,91036,Mariscos Bahia Inc,8300 Rex Rd,N/A,90660-3719,Voluntary: Firm initiated,E-Mail,Product was distributed to 179 customers located in Arizona and California.  The firm utilizes 3 distributors in California and 2 in Arizona.  End users are primarily restaurants.,F-0084-2023,Halibut (fillets and portions) packed in 10-50 lb. corrugated cardboard or Styrofoam boxes,"5,718.23 lbs.",Possible contamination with salmonella,20221020,20221102,20230106,20221109,"Product code: HALL, HALP, HALP8",
Terminated,Sunbury,PA,United States,Class II,{},Food,87103,"Weis Markets, Inc., Ice Cream Division",1000 S 2nd St,,17801-3318,Voluntary: Firm initiated,E-Mail,"Distributed to warehouse in PA and retail locations in DE, MD, NJ, NY, VA, WV, and PA",F-0220-2021,Klein s Cookies and Cream Bulk  Packaged in a 3 gallon paper drum.,665 containers,Ice Cream product may contain metal (foreign objects).,20210105,20210122,20220215,20210203,Julian code  0302,
Terminated,Claysburg,PA,United States,Class II,{},Food,91759,"Sheetz Distribution Services, L.L.C.",242 Sheetz Way,N/A,16625-8345,Voluntary: Firm initiated,E-Mail,"The recalled product was distributed to retail stores in the following states: PA, MD, OH, WV, NC, VA,.",F-0423-2023,"Sheetz M.T.go! Made To Go Turkey Deli Sandwich. The products are packaged in 4.75 oz. clear, plastic clamshells with the following UPC 759465001854 (Turkey).","10,361 Individual Sandwiches",Product may contain undeclared sesame.,20230216,20230310,20230313,20230322,Lot Number 98447,
Terminated,Gainesville,GA,United States,Class I,{},Food,84543,"Almark Foods, LLC",2118 Centennial Dr,N/A,30504-5757,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was shipped to the following states: AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NV, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI & WY.",F-0608-2020,"Cage Free Hard-Cooked Eggs sold under the following brand names: Almark, Fresh Thyme, Giant Eagle, Kroger, Lucerne, Members Mark, Naturally Better, Rembrandt Foods & Shop Rite.","628,531 retail packages of various sizes (total)",The firm was notified by FDA & CDC of a potential Listeria monocytogenes genetic match between environmental samples from our facility and case patient samples associated with an illness outbreak.,20191219,20200204,20210917,20200212,"All lot codes containing ""G"" with a USED BY DATE on or before 11/2020",
Terminated,Fredericksburg,VA,United States,Class II,{},Food,89213,"Lidl US Operations, LLC",6120 Smith Station Rd,N/A,22407-9321,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed to retail stores in MD, VA, and PA.",F-0394-2022,Vemondo Vegan Coconut & Cocoa Non-Dairy Dessert Cones 4-3.7 fl ounces (110 mL) cones UPC  4 056489 468646,729 units (total),Undeclared milk allergen,20211210,20220110,20220708,20220119,L 04HC Expiration Date: 04.08.23,
Terminated,Chicago,IL,United States,Class II,{},Food,92519,PepsiCo Beverages & Foods,433 W Van Buren St Fl 3,N/A,60607-0433,Voluntary: Firm initiated,Letter,"Alabama, Arizona, Arkansas, California, Connecticut, Florida, Georgia, Illinois, Indiana, Kansas, Kentucky, Iowa, Louisiana, Michigan, Minnesota, Mississippi, Missouri, Nevada, New England, New Mexico, New York, Ohio, Oklahoma, Pennsylvania, Tennessee, Texas, Virginia and Wisconsin.",F-1229-2023,Pearl Milling Company Self-Rising Yellow Corn Meal Mix Net Wt 80 oz (5 lb) UPC 3000057380 packaged in paper bag with printed label,"91,760 bags",May contain trace amounts of undeclared milk,20230609,20230706,20240412,20230712,"Manufacturing codes: JUN 20 23, JUN 21 23, JUN 22 23, JUL 22 23, SEP 04 23, DEC 05 23",
Completed,Chicago,IL,United States,Class II,{},Food,89053,KRAFT HEINZ FOODS COMPANY,200 E Randolph St,,60601-6436,Voluntary: Firm initiated,Letter,"Nationwide, Puerto Rico, Guam, American Samoa, Aruba, Saipan, Bermuda, Jamaica, Guyana, South Korea, Canada",F-0322-2022,Country Time Lemonade drink mix powder   19 oz. UPC 043000951170  29 oz. UPC 043000951194  63 oz. UPC 043000082195  82.5 oz. UPC 043000928608  116 oz. UPC 043000075388,"289,221 cases (total)",potential for glass and metal in product,20211111,20211217,,20211222,Best When Used By dates between:  19 oz. 6/20/2023-9/11/2023  29 oz. 8/10/2023  63 oz. 8/8/2023-9/6/2023  82.5 oz. 8/6/2023-10/22/2023  116 oz. 5/10/2023-8/10/2023,
Terminated,Opa Locka,FL,United States,Class III,{},Food,85496,GOLDEN NUTRITION INC,13461 Nw 47th Ave,N/A,33054-4317,Voluntary: Firm initiated,E-Mail,Domestic distribution only.,F-0930-2020,"Biotin 1000mcg, Dietary Supplement, 30 Tablets, Manufactured by: Golden Nutrition",120 bottles,FDA sample analysis of Biotin 1000mg Lot #1345 showed the product Biotin content to be 0.8% of label claim.,20200406,20200429,20200821,20200506,Lot #1345     EXP 09/22,
Terminated,Baltimore,MD,United States,Class I,{},Food,91653,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",2800 Wegworth Ln,N/A,21230-3300,Voluntary: Firm initiated,Press Release,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",F-0186-2024,"Fresh Creative Cuisine White Label, Monte Cristo Sandwich, Single Serving, Keep refrigerated",149,"On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",20230203,20231017,20231017,20230322,UPC Code : 813141027849,
Terminated,Grand Prairie,TX,United States,Class I,{},Food,86538,Country Fresh Inc.,920 Avenue R Ste 100,N/A,75050-1528,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","AR, IL, IN, KS, KY, LA, MO, OK, and TX.",F-0090-2021,Apple Grape Tray With Caramel Sauce 2 lbs 10oz  UPC 68113118012 packaged in clear plastic Tray,36983 cases (total),Potential to be contaminated with Listeria monocytogenes,20201001,20201105,20201216,20201021,"Best Before 10/02-11/2020; Lot# URE0103,   Lot# URS0103",
Terminated,Minneapolis,MN,United States,Class II,{},Food,85873,Flagstone Foods LLC,550 Kasota Ave SE,N/A,55414-2811,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was shipped to the following states: AL, CA, FL, IL, MS, NC, NH, TX, VA & WA.",F-1013-2020,"NORTH STAR TRADING COMPANY SWEET & SALTY CARAMEL TRAIL MIX NET WT 14OZ (396g) MANUFACTURED FOR YOUR MILITARY EXCHANGES BY FLAGSTONE FOODS, INC. SAINT PAUL, MN 55102  UPC 0 80948 63064 4",594 cs/6/14 oz plastic bags,The firm was notified by a customer that the product contains cashews which are not listed in the ingredient statement.,20200617,20200702,20230404,20200708,"Lot Code: 05M04210; Best By: April 22,2021",
Terminated,East Hardwick,VT,United States,Class I,{},Food,90690,Kingdom Creamery of Vermont LLC,3411 Vt Rte 16,,05836-9630,Voluntary: Firm initiated,Telephone,"VT, ME, MA",F-1587-2022,Kingdom Creamery of Vermont 5% Maple Soft Serve Mix,"1,623 cases (total all products)",Product may be contaminated Listeria monocytogenes.,20220729,20220829,20230317,20220824,Best By Date 8/6/22; 8/23/22 Lot: 220711; 220728,
Ongoing,Oxnard,CA,United States,Class I,{},Food,93290,"Gills Onions, LLC",1051 Pacific Ave,,93030-7254,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributors in Canada   AB, BC, NB, NS, ON; and the United States   AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NM, NV, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA and WI.",F-0350-2024,"Gills Onions 4/5 LB CTN FRESH 3/8"" DICED RED ONIONS WITH ZIPPER","1,600 lb",Potential contamination with Salmonella Thompson,20231023,20231108,,20231115,Product 5510382006; Finished product lots: 123RAB1B1P212 123RAB1B1P214 123RAC1B1P207 223RAB1B1P221 223RAB1B2R205 223RAE1B2R219,
Terminated,Sacramento,CA,United States,Class II,{},Food,86632,"Starwest Botanicals, Inc",161 Main Ave,,95838-2080,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide distribution Two Canadian Customers,F-0114-2021,"Elderberry Whole Organic; Sambucus Nigra;  Origin: Croatia  1 lb. and 4 oz.  Distributed in Mylar bags.    1 lb. UPC: 7 67963 07315 0; Item # 209290-01  4 oz. UPC 7 67963-10561-5; Item # 209290-04    Daily serving size; Pour 8-12 oz. of boiling water (212 degrees F) over 1 tsp of tea. Steep 3-4 minutes.      Starwest Botanicals,Inc.  161 Main Street, Sacramento, CA 95838    Certified Organic","10,037 lbs. (total)",Direct customer tested product upon receipt and had a positive result for Salmonella.,20201016,20201116,20211005,20201118,"1 lb. lots P88226, P88762, P88763  4 oz. lot P88764",
Terminated,Albuquerque,NM,United States,Class II,{},Food,92936,"Vitality Works, Inc",8500 Bluewater Rd NW,N/A,87121-1958,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","55 Retail customers, representing 284 individual stores.  All customers are located within the United States. There is no foreign distribution. There is no distribution to US Government agencies or departments. Distribution is by small parcel shipper (UPS, FedEx).  Distribution Chain Notification Date: August 24, 2023",F-1588-2023,"100 vegetarian  Fenugreek Capsules 90 count, 600mg, packaged in 150cc Amber Glass Packer  with White Polypropylene Cap.","1,025 bottles (total)",Foreign material: pieces of a pen (writing utensil).,20230822,20230922,20231113,20231004,Lot 2023-06871  (Lot numbers are generated by our ERP system and use the 4-digit year followed by a 5-digit sequential number.) Expires: 07/2028 Bottom Code: FENUGRK PCAP 202306871 EXP 07/28,
Terminated,New York,NY,United States,Class I,{},Food,88958,HELLOFRESH US,40 W 25th St,N/A,10010-2707,Voluntary: Firm initiated,Other,Nationwide.,F-0189-2022,HelloFresh Meal Kit Product Code 2-7-17-19-21-25-AB from Production Week 28 (production week start date: 07/07/2021),N/A,Products contain onions purchased from ProSource and associated with a Salmonella Oranienburg outbreak.,20211022,20211118,20220901,20211124,Production Week: 07/07/2021 HelloFresh Product Code: 2-7-14-19-21-25-AB (Number sequence may vary),
Terminated,Elmont,NY,United States,Class II,{},Food,87610,USA LANKA INC,454 Meacham Ave,N/A,11003-3852,Voluntary: Firm initiated,E-Mail,"NY, MA, MD, CT, CA, PA, MS, NC, NJ, TX",F-0446-2021,"Motha Jelly Crystals - Mixed Fruit Flavoured Jelly, Net Wt. 100g,",271 units,"Jelly contains undeclared FD&C yellow #5 and blue #1, and unapproved carmoisine (E122)/dye 14720/acid red 14",20210330,20210421,20220518,20210428,"EXP: 08/15/2022, BATCH#: C0818 B; UPC#: 4792551000405",
Terminated,Brooklyn,NY,United States,Class I,{},Food,88032,Banner Smoked Fish Inc.,2715 W 15th St,N/A,11224-2705,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","NY, NJ, IL, PA, CA, FL, NE, AZ, MA, MD, VA, NV, OR, WI, NC, SC, and GA area.",F-0737-2021,"Banner Smoked Fish Inc. brand Cold Smoked Tuna; Ingredients: Tuna, Salt, Sugar, Natural Wood Smoke",N/A,Product may be contaminated with Listeria monocytogenes.,20210601,20210624,20211116,20210630,All lots; all package sizes; all product within expiry,
Terminated,Chicago,IL,United States,Class II,{},Food,87890,CONAGRA BRANDS,222 Merchandise Mart Plz,N/A,60654-1103,Voluntary: Firm initiated,Letter,Retailers and distributors nationwide and Canada.,F-0551-2021,"Udi Gluten Free Banana Chocolate Chip Muffins, 10oz retail container of 4 muffins, 6 retail units per wholesale case.  Retail unit UPC: 00-6-98997-81012-4",470 cases,potential presence of an extraneous material (plastic),20210506,20210520,20220215,20210526,Lot code 1F11071G31 Best By 11JUL21,
