Product Description,State,Total Quantity Recalled
"Love & Peas Protein Rich Meal Replacement, Sugar Free, 1 LB 9 OZ (713 G) bag, Nature's Sunshine Products, Inc., Spanish Fork, Utah, 84660 (800) 223-8225, naturessunshine.com,   UPC  0 99904 03087 9",UT,0.0
"Lucky Spoon Bakery Gluten Free Chocolate Cupcakes with Vanilla Buttercream Frosting, 8.0 oz. plastic clam shell containing 4 cupcakes, UPC 8-50489-00310-4, P.O. Box 2954 Salt Lake City, UT 84110. 12 packages/case.",UT,0.0
"Lyons Ready Care 2.0  Butter Pecan High Calorie, High Protein,  Nutritional Drink.  32 FL OZ (1 QT)  946mL  UPC 0 45796-10049 7  Item 10049.  12 count case UPC 10045796100494.    Refrigerate after opening.     Lyons Magnus, Fresno, CA  93702.",CA,0.0
Lyons Ready Care Thickened Orange Nectar packaged in combi-bloc multi wall paper cartons 46 fl oz cartons - 6 cartons to a case,CA,0.0
"M60026CS Onions Yellow Sliced sold by pound for foodservice use. Product is perishable, refrigerated, shelf life 5 days, and packed in 5 lbs. cello bags. No label was attached/provided.",OR,0.0
"MAMEY, PARADISE FLAVORS LLC, 4 oz. Packaged in plastic pouch. Frozen.",FL,0.0
"MD G&G Greek Salad PLU#23662500000. Expiration date 8/4/2020. Ingredients: SALAD [ROMAINE LETTUCE, PEPPERONCINI (PEPPERS, WATER, SALT, VINEGAR, CITRIC ACID, SODIUM BENZOATE (AS PRESERVATIVE), SODIUM BISULFITE (TO ENHANCE COLOR), FD&C YELLOW #5), BALSAMIC VINAIGRETTE (SEE DRESSING CUP), GRAPE LEAVES (VINE LEAVES, RICE, ONIONS, SALT, SUNFLOWER OIL, CITRIC ACID, SPICES), GRAPE TOMATOES, FETA CHEESE ((PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES), POWDERED CELLULOSE TO PREVENT CAKING), CUCUMBER, PITTED KALAMATA OLIVES ((OLIVES, WATER, SALT, OLIVE OIL, ACETIC ACID), CANOLA OIL, SPICES), RED ONION].",PA,0.0
"MD Philly Style Steak Stromboli Cold PLU#23676600000. Expiration date: 8/3/2020 Ingredients: STROMBOLI [DOUGH (ENRICHED WHEAT FLOUR [WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], WATER, ENRICHED SEMOLINA FLOUR [SEMOLINA, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], OLIVE OIL, SALT [SALT, SODIUM SILICOALUMINATE], YEAST [YEAST, SORBITAN MONOSTEARATE, ASCORBIC ACID], SUGAR), BEEF (BEEF, WATER, DEXTROSE, SODIUM PHOSPHATE, MODIFIED CORNSTARCH, SALT, AUTOLYZED YEAST, HYDROLYZED CORN PROTEIN, COATING [DEXTROSE, SODIUM CITRATE, SALT, CARAMEL COLOR, SODIUM DIACETATE, SPICES, GARLIC & ONION, PAPRIKA, HYDROLYZED CORN PROTEIN, MALTODEXTRIN, GRILL FLVR (FROM SUNFLOWER OIL), MODIFIED CORNSTARCH, CORN SYRUP SOLIDS, NTRL SMOKE FLVR, GUAR GUM]), PIZZA SAUCE [GRND TOMATO (TOMATO, SALT, CITRIC ACID), SAUCE (TOMATO, EXTRA VIRGIN OLIVE OIL & SUNFLOWER OIL BLND, SALT, OREGANO, BLACK PEPPER, GRANULATED GARLIC, CITRIC ACID)], ROASTED PEPPER & ONION [YELLOW BELL PEPPER, GREEN BELL PEPPER, RED BELL PEPPER, YELLOW ONION, OIL BLND (CANOLA & EXTRA VIRGIN OLIVE OIL), SALT, BLACK PEPPER], CHEESE BLND (PART SKIM MOZZARELLA [MILK, CHEESE CULTURE, SALT, ENZYMES], PROVOLONE [MILK, CHEESE CULTURE, SALT, ENZYMES]), ROMANO HERB SEASONING [CHEESE (PECORINO ROMANO [SHEEP S MILK, CHEESE CULTURES, SALT, ENZYMES], ROMANO STYLE CHEESE [CORNSTARCH, WATER, PALM OIL, CELLULOSE, SALT, NATRL FLVR, CASEINATE, SORBIC ACID (PRSRVTVE)], PWDRD CELLULOSE [ANTICAKING], NATAMYCIN [NTRL MOLD INHIBITOR]), DHYDRTD GARLIC, GRND OREGANO, PARSLEY], EGGS (EGG, CITRIC ACID [TO PRSRVE COLOR], WATER), OIL BLND (CANOLA & EXTRA VIRGIN OLIVE OIL), FLOUR BLND [FLOUR (BLEACHED WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), ENRICHED SEMOLINA FLOUR (SEMOLINA, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID)]]. Onions are cooked.",PA,0.0
"MD S&F: SMOKE-STACKED SANDWICH PLU#29662600000. Expiration date 8/1/2020. Ingredients: SANDWICH [BUN (ROLL [ENRICHED FLOUR (WHEAT, MALTED BARLEY, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, FLOUR (WHEAT, MALTED BARLEY), SUGAR, YEAST, PALM OIL, WHEAT GLUTEN, SALT, <2%: CULTURED WHEAT, VINEGAR, NATURAL FLAVORS, SOYBEAN OIL, GUAR GUM, ENZYMES, ASCORBIC ACID, CORN FLOUR, COLORING (TURMERIC, PAKRIKA), DEXTROSE, CORNSTARCH, TOPPING (WATER, PEA PROTEIN, DEXTROSE, MALTODEXTRIN, MODIFIED FOOD STARCH)], UNSALTED BUTTER [CREAM, NATURAL FLAVORINGS]), BRISKET (BEEF, WATER, SEA SALT, NATURAL FLAVORS), PULLED PORK (COOKED PORK RUBBED WITH: BROWN SUGAR, SALT, CHILI POWDER, PAPRIKA, BLACK PEPPER, GARLIC POWDER), MILD CHEDDAR CHEESE [PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO (COLOR)], PICKLE [CUCUMBERS, WATER, SALT, VINEGAR, CALCIUM CHLORIDE, SODIUM BENZOATE (PRESERVATIVE), SPICES, NATURAL FLAVORS, POLYSORBATE 80, TURMERIC (COLOR), DEHYDRATED RED PEPPERS], SMOKEY AIOLI [MAYONNAISE (SOYBEAN OIL, DISTILLED VINEGAR, EGG YOLK, HIGH FRUCTOSE CORN SYRUP, CONTAINS LESS THAN 2% OF SALT, WATER, MUSTARD SEED, CALCIUM DISODIUM EDTA [TO PROTECT FLAVOR]), DIJON MUSTARD (DISTILLED WHITE VINEGAR, MUSTARD SEED, WATER, SALT, WHITE WINE, CITRIC ACID, TARTARIC ACID, FRUIT PECTIN, SUGAR, SPICES), SAUCE (MAYONNAISE [SOYBEAN OIL, EGG, VINEGAR, WATER, EGG YOLK, CONTAINS LESS THAN 2% OF SUGAR, SALT, LEMON JUICE CONCENTRATE, CALCIUM DISODIUM EDTA (PRESERVATIVE), NATURAL FLAVOR, OLEORESIN PAPRIKA], DIJON MUSTARD [WATER, VINEGAR, MUSTARD SEED, SALT, WHITE WINE (SULFITES), FRUIT PECTIN, CITRIC ACID, TARTARIC ACID, SUGAR, SPICE], HONEY, SALT), MUSTARD (WATER, MUSTARD SEEDS, VINEGAR, SALT), LIQUID SMOKE (WATER, NATURAL HICKORY SMOKE CONCENTRATE)], RED ONION, BBQ SAUCE (SUGAR, DISTILLED VINEGAR, WATER, TOMATO PASTE, MOLASSES, MODIFIED POTATO STARCH, SALT, CONTAINS LESS THAN 2% OF NATURAL SMOKE FLAVOR, MUSTARD FLOUR, SPICE, PAPRIKA, DRIED ONION, DRIED GARLIC, CARAMEL COLOR, MALTODEXTRIN, CHILI POWDER [CHILI PEPPER, SPICE, SALT, GARLIC], AUTOLYZED YEAST EXTRACT, NATURAL FLAVOR)].    Onions are raw.",PA,0.0
"MD Salad Bar- Cucumber Tomato Salad. Expiration 07/31/2020. Ingredients:SALAD [CUCUMBER, TOMATOES, OIL BLEND (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), ONIONS, VINEGAR (RED WINE VINEGAR (DILUTED WITH WATER TO 5% ACIDITY), POTASSIUM METABISULFITE (PRESERVATIVE)), DILL WEED, SALT, PEPPER].",PA,0.0
"MG Foods TURKEY & PROVOLONE BLT ON A BUTTERY CROISSANT, Net Wt. 8.1oz (229g), MG Foods Charlotte, NC 28208, UPC 1 00000 50065 1",NC,0.0
"MINOR'S SEAFOOD BASE NO MSG GF 6/16 OZ (1 lb) 453 G UNITS Plastic container (pint) gluten free DISTRIBUTED BY NESTLE PROFESSIONAL NORTH AMERIC, SOLON, OH 44139",GA,0.0
MIX FRUIT ALOHA BOWL 3/48 OZ Packaged in clamshell container. UPC:840219170299,MD,0.0
"MRE Milk Chocolate Protein Shake.  Whole Food Protein High protein shake.  11 FL OZ (325mL) Tetra Pak.    UPC 8 10044-57391 6.  4-count case UPC 810044573947.     Refrigerate after Opening.     Distributed by:  Redcon1, LLC, 701 Park of Commerce Blvd, Boca Raton, FL  33487",CA,0.0
Marketside 12oz Classic Salad  UPC:6-81131-32894-4  SKU: 3107,CA,0.0
"Marketside Chopped Salad Kit Southwest 13.4 oz., UPC 681131007061, Green & red cabbage, kale, romaine lettuce, kale, green onions & carrots",FL,0.0
"Meal Simple Taco Seasoned Salmon Over Fire Roasted Vegetables and Grains, Net WT. 10.8 oz (306g),   Use By Date of 2020-9-24.",FL,0.0
"Meijer Joint Health  Triple Strength Formula Glucosamine Hydrochloride 1500 mg;  Helps Overall Joint Physical Function;  Unit Size - 40 count and 80 count - 2 tablets per day.  Item Numbers: MEIJER7754 (40 count) & MEIJER7755 (80 count)  UPC Code: 713733563024 & 713733563031 respectively    Distributed by Meijer Distribution Inc.  Grand Rapids, MI",CA,0.0
"Mexican Style Layered Bean Dip, NET WT, 1.25 lb (567g), Dist. By: Renaissance Food Group LLC 4322 Moreland Ave. Conley, GA 30288, UPC, 8 26766 14810 2",GA,0.0
Mideo's Marinara Glass 32oz jars - 6 jars per case,OH,0.0
"Milk Chocolate Flavored Confectionery Coating Bulk (MB), Item # 60692.",WI,0.0
Milk Peanut Butter Cups,OH,0.0
"Mini Deviled Crabs, 1oz",FL,0.0
Mini Dippers Ice Cream; parve;	6 PACK / SINGLE; UPC: 0-91404-15289-1,NY,0.0
"Mini Fruit Jelly Cups; Assorted Flavor; UPC: 4 714379 320985, Net Wt. 52.9 oz",NY,0.0
Mini Sorbet Cake Blueberry / Lime; parve; 1 PACK; UPC: 0-91404-15219-8,NY,0.0
Mini Sorbet Pops; parve; 7 PACK / SINGLE; UPC: 0-91404-15305-8,NY,0.0
"Mixed Fruit Products that contain Cantaloupe, Honeydew, Pineapple, and Red Grapes  Identified with the following Item ID and Description.      1.  11658	Fruit Mix, CHPG 5lb.  (GR#11658) 2.  4703	Fruit Spear CHWP 15oz 3.  4768	Fruit Mix CHPG  6.5oz Lacer 4.  4774	Fruit Mix, CrGHP 6-6.5oz Lacer 5.  4852	Fruit Tray Round 2.5lb.   6.  9038716	Fruit Mix  CrgHP 24-6oz Lacert 7.  ET612	Fruit Mix CHPG 6/16 oz.",MN,0.0
"Mixed Melon NET WT 9 OZ (255 g) UPC 8 26766 13926 2 & 18 OZ (1 LB 2 OZ) 510 g Dist. By: Renaissance Food Group LLC 4322 Moreland Ave Corley, GA 30288",GA,0.0
"Motha Jelly Crystals - Mixed Fruit Flavoured Jelly, Net Wt. 100g,",NY,0.0
"Mr. Special Jugo de Pina De Concentrado, 46 oz cans, packaged cardboard boxes 12 cans per case of 46 oz each",PR,0.0
"NORTH STAR TRADING COMPANY SWEET & SALTY CARAMEL TRAIL MIX NET WT 14OZ (396g) MANUFACTURED FOR YOUR MILITARY EXCHANGES BY FLAGSTONE FOODS, INC. SAINT PAUL, MN 55102  UPC 0 80948 63064 4",MN,0.0
NSA Creme Cake  Bag 50#. Material #4107591,NJ,0.0
"Natierra Nature & Earth Organic Blueberries Ingredients: Organic Freeze-Dried Blueberries NET WT 12 oz (34g) Distributed by Natierra Van Nuys, CA 91405-1545 Certified Organics by SCS Global Services Product of US, Canada, Poland, Estonia, Romania",CA,0.0
"Natural Grocers Organic Extra Virgin Coconut Oil, packaged in glass jars with metal lids and a plastic shrink seal, 17.5 oz. (518 mL), UPC# 849327-000368, Vitamin Cottage Natural Foods Markets (dba Natural Grocers) Lakewood, CO 80228. 12 units (jars)/case in cardboard box.",CO,0.0
"Natural Way Cheese Horseradish Cheese Curds, retail 12oz plastic bag UPC 8 10056 75106 7, 12 retail units per wholesale case",MI,0.0
"Natural Way Cheese Marble Cheese Curds, retail 12oz plastic bag UPC 8 10056 75022 0, 12 retail units per wholesale case, and sold in 10lbs wholesale plastic bag as well",MI,0.0
"Nature's Earthly Choice Organic Lentil Trio product containing a blend of red split, black and green lentils, labeled Gluten-Free, packaged in stand up resealable pouch, 12 oz. (340 g), UPC 6 79948 10006 8.    The product's label is read in parts: ""*** Gluten-Free *** ORGANIC LENTIL TRIO ***Red Split, Green and Black Lentils *** INGREDIENTS: ORGANIC RED LENTILS, ORGANIC GREEN LENTILS, AND ORGANIC BLACK LENTILS***  LENTILS ARE FROM USA AND/OR CANADA*** Packed in the USA ***Distributed by: Natures's Earthly Choice Eagle, ID 83616***"".",ID,0.0
"Nature's Eats Cashew Crave Mix 8 oz. UPC 8-10087-30330-3, packaged in cello bags 12 packages per case",TX,0.0
"Nature's Own Honey Wheat Bread, NET WT 20 oz (1LB 4 OZ) 567g, DISTRIBUTED BY FLOWERS BAKERIES, LLC THOMASVILLE, GA 31757 Single loaf UPC 0 72250 03706 8 & Double pack UPC 0 72250 00539 5",GA,0.0
Nature's Wonder Premium Soybean Sprouts 12oz bag (UPC: 815098001347),MA,0.0
"Naval Academy1845 Coffee, Gourmet Cheese & Fruit Plate, Net Wt. 6 Oz. Single Serving, Keep refrigerated",MD,0.0
"Nestle Toll House Oatmeal Raisin Cookie Bar (16.5oz), UPC 050000062195",VA,0.0
"Nestle Toll House Peanut Butter Chocolate Chip Bar (16oz), UPC 050000622634",VA,0.0
"Newly Weds B70709 breader crumbs X3, 40lbs bag",IL,0.0
"Newly Weds B70731 bread crumbs X1, 25lbs bag",IL,0.0
"Newly Weds B70858 bread crumbs X1, 40lbs bag",IL,0.0
OTAK Innovations OTAK:AM Capsules 90ct Bottle UPC CODE 4 08012 0204,GA,0.0
"OUR SPECIALTY; Cake Truffles; Variety; Chocolate; Cookies 'N Creme; NO: Artificial Colors, Flavors, or High  Fructose Corn Syrup; Net Wt. 19.5 oz(1 LB 3.5 oz) (552 g)",NY,0.0
"Orchard Bistro, Egg Salad Kaiser, Net . Wt. 5.5 Oz. Single Serving, Keep refrigerated",MD,26.0
"Orchard Bistro, Garden salad with Dressing Net Wt. 8.2 Oz. Single Serving, Keep refrigerated",MD,72.0
"Orchard Bistro, Margharita Rustic Flatbread Pizza, Net Wt. 11.5 Oz. Single Serving, Keep refrigerated",MD,28.0
"Orchard Bistro, Strawberry Low Fat Yogurt, Fruit & Granola Parfait, Net Wt. 9 Oz. Single Serving, Keep refrigerated",MD,112.0
"Orchard Bistro, Turkey & Cheddar Hoagie, Net Wt. 7.3 Oz. Single Serving, Keep refrigerated",MD,18.0
"Oregon Nut Blend, Item # 5180808, Packed in cardboard box with poly liner; net wt. 25 lbs. No UPC.  Label declares: Oregon Nut Blend, Innovative Bakery Resources. Ingredients: Hazelnuts, Walnuts.  Product of USA. Manufactured By: Ardent Mills Tualatin, OR.",OR,0.0
Organic Cold brew BUDDY BREW COFFEE BOLT Original  10.5 oz. cans and 5 and 7.5 gallon kegs,FL,0.0
Organic Daybreak Blend Brand Name: Wawona Frozen Foods 4 lb. plastic bags - 10 bags per case Keep Frozen Item# 684779 UPC: 0 34742 07244 5 Sold by Costco,CA,0.0
"Organic Mr. Goodtime Bunny***NET WT 3.35 LBS (1.4kg)***INGREDIENTS: *Milk, *Dark, AND *WHITE CHOCOLATE (*SUGAR, *MILK POWDER, *COCOA BUTTER, *CHOCOLATE LIQUOR, *COCOA POWDER (PROCESSED WITH ALKALI), *SOYBEAN LECITHIN, *VANILLA EXTRACT, AND *VANILLA POWDER). CONTAINS MILK AND SOYBEAN. MAY CONTAIN TRACES OF PEANUTS, TREE NUTS, AND WHEAT. *ORGANIC.    Product is packaged in a clear plastic cellophane    UPC 769933054510",VT,0.0
"POTATO RUSSET QUARTERED 2/10# (01)10886810715115(10)0016086772 71511 Best if used by: 03/25/22, 03/29/22, 04/05/22, 04/06/22, 04/12/22, 04/16/22, 04/20/22, 04/23/22 Ingredients: Potato, Sodium Metabisulfite",KS,0.0
"PROPAL, Hass Avocados , Bag of 6 pieces, Green net with green plastic film, 11 bags per case.",PA,0.0
"PROSANTE SOYFLR 3038P FLK 50LB BG, PROSANTE TSOYFLR 3038P FLK 50LB BG/18P, paper bags",MN,0.0
"PROSANTE TSOYFLR 10P MNCD 50LB BG, paper bag",MN,0.0
"PROSANTE TVGPTN 12BF7 MNCD 50LB BG/36P, paper bag",MN,0.0
"Pain Au Levain Bread, San Francisco Street Bakery brand, keep at ambient temperature.  Individually packaged in flex poly bag, net weight 16 oz (454 g). UPC 0 08613 10013 1.    The product label is read in parts: ""***Pain Au Levain Bread ***Ingredients: unbleached wheat flour, water, sourdough culture, sea salt ***San Francisco Street BAKERY, Olympia, WA ***"".",WA,0.0
"Pan Surtido with label reading: Panaderia Lara's Bakery, 701 N 3rd Ave Suite C Marshalltown IA 50158. Multi-pack tray containing Concha, Cema, Polvoron, Tostado de Guatemala, Pan de Guatemala, Canasta, Garibaldi, Marianas, Muffin, Pan Fino, Pastel Glass, Pan de Trigo, Puerco, Bolillo, Telera in various amounts.",IA,0.0
"Panera Oatmeal Raisin with Berries Cookie, Net Wt. 41.25 lb (18.71kg), 220/3 oz cookie dough pucks/case",AR,0.0
Parsley bunches Boxes of 30 and 60 count Keep refrigerated SKU 475987 PLU 4899 on twist ties Product of Mexico,CA,0.0
"Pasteurized Prepared Cheese Product packaged under the following brands and sizes:   1.	Great Value Original Melt'n Dip Easy Melt Cheese,  Net Wt 16 oz (1 lb) 453g.   UPC 0 78742-01512 5.  Refrigerate after Opening.   Distributed By:  Walmart Inc., Bentonville, AR  72716 2.	Great Value Original Melt'n Dip Easy Melt Cheese, Net Wt 32 oz (2 lbs) 907g.  UPC 0 78742-35328 9.  Refrigerate after Opening.  Distributed By:  Walmart Inc., Bentonville, AR  72716 3.	SE Grocers Melting American Style Cheese,  Net Wt 32 oz (2 lbs) 907g.  UPC 0 38259-11152 9.  Refrigerated after Opening.   Disbributed BY:  Southeastern Grocers, 8928 Prominence Pkwy, Bldg 200, Jacksonville, FL  32256",WI,0.0
"Peanut Butter & Chocolate Filled Jumbo Cupcake.  Product were available for purchase at the following banners: Safeway, Andronico's Community Markets, Vons, Pak 'N Save. Packaged in clear plastic bottom and lid.  Net wt. 7.92 oz.",ID,0.0
Peanut Butter Caramel Corn,OH,0.0
Peanut Butter Ice Cream Cookie Sandwich. Sandwiches packaged in a gold or clear bags. 50 sandwiches per case and weighting 4oz each sandwich.,FL,60.0
Pearl Milling Company Self-Rising Yellow Corn Meal Mix Net Wt 80 oz (5 lb) UPC 3000057380 packaged in paper bag with printed label,IL,0.0
"Pedialyte with Immune Support***+Zinc/Selenium & Magnesium***Peach Mango Natural & Artificial Flavor, 33.8 FL OZ (1.05 QT) 1L***INGREDIENTS: WATER, DEXTROSE*** Abbott Nutrition, Abbott Laboratories, Columbus, Ohio 43219-3034 USA",OH,0.0
"Pedialyte***Replaces Electrolytes***Great for Kids and Adults***Strawberry Lemonade Natural Flavor with Other Natural Flavor*** 6 0.6 OZ (17g) PACKETS/NET WT. 3.6 OZ (102g)***INGREDIENTS: ANHYDROUSE DEXTROSE, CITRIC ACID, POTASSIUM CITRATE***Manufactured for: Abbott Nutrition, Abbott Laboratories, Columbus, Ohio 43219",OH,0.0
"Pepper Collection 8 Tube Gift Set - a colorful assortment of dried peppers.  This product contains peppers in 8 different glass tube and packaged in a printed paperboard sleeve and are visible through a window in the sleeve. Net wt. is 4.87oz/138g. The UPC is 6 009686 793712.  Packed in South Africa. US Importer: Something South African, LLC Seattle WA 98199, Email: info@somethingsouthafrican.net.",GA,0.0
"Perrona Hot Sauce  Original with Chiltepin Peppers 5 fl oz (148ml) UPC 75 03016 55507 4 packaged in a PET bottle, 12 bottles per case",TX,0.0
"Picket Fence Creamery, Woodward, IA, Chocolate Cherry ice cream, in Quarts, Pints, and 1/2 Pints",IA,0.0
"Picket Fence Creamery, Woodward, IA, Mocha! ice cream, in Quarts, Pints, and 1/2 Pints",IA,0.0
"Pilgrim's Roasted Nut'Z Squirrel Mix are packaged by hand into either the 8 oz Plastic Cone Bags or 8 Oz Pouch Bags. Label declares almonds, Spanish peanuts, mini M&M's, Golden Raisins, Sugar, Vanilla.",OR,0.0
"Poppy Seed Bagel, San Francisco Street Bakery brand, keep at ambient temperature.  Packaged in flex poly bags for bulk or various quantities specific to customer order. No UPC.    The bagel bulk product label read: POPPY SEED BAGEL: Bread Flour (Unbleached Wheat Flour, Vitamin C, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Poppy Seed, Water, Salt Yeast, Brown Sugar.",WA,0.0
Potato and Cheese Pierogi  Grandma s Cuisine Potato-Cheese Pierogi  UPC: 7 1375737813 0 & 8 67355 0030 3lb/3 dozen & 14oz (397g)/1dozen Bernat s Potato & Cheese 16oz (450g) Golden Eagle Potato and Cheese Pierogis UPC: 0 94922 10425 0	16oz Zuzanna s Potato-Cheese Pierogi 16 oz.,PA,0.0
"Pow Pow Powders: A standard of Quality  Spice Chai; NET Wt. 3.50 lb. (1.59kg)  Ingredients: Sugar, Non-Dairy Creamer (coconut oil, Corn Syrup Solids, Sodium Caseinate (a milk derivative), Sodium Citrate, Mono and Diglycerides, Salt and sodium Aluminosilicate), Non-Fat Milk, Instant Black Tea, Dextrose, Honey, Natural and Artificial Flavors, Cinnamon, Carrageenan and Guar Gum",CA,0.0
"Power Snacks Honey Roasted Sunflower Kernels, Net Wt 1 oz; UPC 076500722025",TX,0.0
"Premo and Fresh Grab Chicken Salad Wedge Sandwich, 5 oz., UPC: 612510002032",MI,0.0
"Premo and Fresh Grab Tuna Salad Wedge Sandwich, 5 oz., UPC: 612510002049",MI,0.0
Produce Packaging Inc. brand Barcelona Vinaigrette Grain Bowl in a 11.65oz plastic bowl with a plastic lid. Four bowls per case.,OH,0.0
Produce Packaging Inc. brand Spicy Southwest Grain Bowl in a 11.75oz plastic bowl with a plastic lid. One bowl per case.,OH,0.0
"Pure Planet Organic Parasite Cleanse;  Net Wt. 174g Glass Jar;  Finished Product Item # 52700    Manufactured and Distributed by:  Pure Planet,  Rancho Dominguez, CA",CA,0.0
Quaker Chewy Bars Less Sugar Peanut Butter Chocolate Chip 8ct 6.7 oz. Bars are individually wrapped in plastic and then packaged in paperboard boxes.,IL,0.0
Quaker Chewy Mini Dipps Summer Night S'mores 12ct 8.9 oz Bars are individually wrapped in plastic and then packaged in paperboard boxes.,IL,0.0
"Quick & Fresh, Albacore Tuna Finger Sandwiches, Net . Wt. 6.5 Oz. Single Serving, Mylar Wrap, Keep refrigerated",MD,39.0
"Quick & Fresh, Chocolate Pudding Delight, Net Wt. 6.5 Oz. Single Serving, Keep refrigerated",MD,66.0
"Quick & Fresh, Greek Salad W/Dressing, Net Wt. 8.75 Oz. Single Serving, Keep refrigerated",MD,12.0
"Quick & Fresh, Rainbow Berry & Nut Salad W/Dressing, Net Wt. 8.7 Oz. Single Serving, Keep refrigerated",MD,5.0
"Quick & Fresh, Smoked Turkey & Swiss Croissant, Net . Wt. 7 Oz. Single Serving, Keep refrigerated",MD,199.0
"Quick & Fresh, Tuna Salad Croissant, Net . Wt. 8 Oz. Single Serving, Keep refrigerated",MD,6.0
REGAL HERBS & GARLIC 25# 5# 2# various containers.,PA,0.0
RTB MIXED DANISH Variety,CT,0.0
"Rachael's brand and Big Y brand Protein Snack Packs; containing one hard boiled egg, diced roasted turkey, and roasted almonds; packaged in 6x6 plastic containers, Net. wt. 4.25 oz.",MA,0.0
"Ready Meals Crab & Shrimp w/Ccktl   SCE NET WT 12 OZ CAL 310 NET WT. 0lb 12oz (340g) ready2eat UPC 23253500000  Store Banners: ACME, Albertsons, Andronico s Community Markets, Balducci s, Carrs-Safeway, Eagle, Jewel-Osco, King s, Pak  N Save, Safeway, Shaw s, Star Market, Vons",ID,0.0
"Ready Meals PB & Trail Mix Snack.  Product were available for purchase at the following banners: Shaw's, Star Market. Packaged in clear plastic square bottom and lid.  Net wt. 7.6 oz.",ID,0.0
"Regular Deviled Crabs, 4oz",FL,0.0
Revolution Farms Zesty Southwest 6oz salad kit in plastic container UPC 856791008240,MI,66.0
"Rose Street Patisserie Multi Grain Bread.  Net Wt. 375 grams.  882 7th Street West, St. Paul, MN  55102",MN,0.0
Rosebud's brand Elderberry Syrup Kit in a 3 oz. clear stand-up pouch (GS1 Code 852782007834).,OH,0.0
S00527	RUB FOR ROAST BEEF         P2	30.00	BOX,IL,0.0
S04380	BEEF RUB                    X1	50.00	BAG,IL,0.0
S22072	W CLASSIC MARINADE OAT  X1	50.00	BAG,IL,0.0
"SAMYANG Buldak Hot Chicken Flavor Sauce, Hot Chili Sauce, Net Wt.: 200g (7.05oz)",NY,0.0
SAPUTO STELLA ASGO HLF MLD 11LB  SUPC/ITEM # 19009,OH,0.0
SOFINA   21202 MASTRO CAPOCOLLC 4 - 6LB      SUPC/ITEM # 199694,OH,0.0
"SOUTHERN GROVE; MIXED NUTS; LESS THAN 50% PEANUTS; PEANUTS, ALMONDS, CASHEWS, HAZELNUTS, & PECANS; with Sea Salt; NET WT 14.75 OZ (418g); INGREDIENTS: PEANUTS, ALMONDS, CASHEWS, HAZELNUTS(FILBERTS), PECANS, PEANUT AND/OR COTTONSEED OIL, SEA SALT; CONTAINS: PEANUTS, TREE NUTS (ALMONDS, CASHEWS, HAZELNUTS(FILBERSTS), PECANS).; MAY CONTAIN: OTHER TREE NUTS, MILK, WHEAT, SOY",MA,0.0
"SUNDIAL NIGERIAN MORINGA LEAF POWDER; ""***Anti-inflammatory, builds Red Blood cells***"" 4oz and 8oz jars",NY,0.0
"Salento Organics, Dark Chocolate Pitaya Bites, Net WT. 4oz (113G)",FL,0.0
"San Marco Premium Dough on Parchment: packaged as 8in, 14in",OH,0.0
Seasonal Trio  32oz UPC 681131180696 packaged in clear plastic container,TX,0.0
"Seasoned Dried Pollack distributed in un-labeled plastic containers 6oz., 8 oz., and 12 oz.  Containers were then labeled at H-mart, G-mart, or M2M retail store.",WA,0.0
"Seasoned Pickled Radish distributed in un-labeled plastic containers 6oz, 8oz, 12oz, and 16oz.  Containers were then labeled at H-mart, G-mart, or M2M retail store.",WA,0.0
"Semolina Shells, net wt. 13oz. Product is packaged in a clear clamshell plastic container.  Label declares: Fresh & Hand Crafted Bellingham Pasta Co. Ingredients Semolina Flour, Water, Egg, dusted with Brown Rice Flour. Keep Refrigerated. UPC 8 98975 00219 4.",WA,0.0
"Semolina Spaghetti, net wt. 14oz. Product is packaged in a clear clamshell plastic container.  Label declares: Fresh & Hand Crafted Bellingham Pasta Co. Ingredients Semolina Flour, Water, Egg, dusted with Brown Rice Flour. Keep Refrigerated. UPC 8 98975 00200 2.",WA,0.0
"Semolina Spinach Fettuccine, net wt. 14oz. Product is packaged in a clear clamshell plastic container.  Label declares: Fresh & Hand Crafted Bellingham Pasta Co. Ingredients Semolina Flour, Water, Egg, Organic Spinach Powder, dusted with Brown Rice Flour. Keep Refrigerated. UPC 8 98975 00206 4.",WA,0.0
"Sheetz M.T.go! Made To Go Turkey Deli Sandwich. The products are packaged in 4.75 oz. clear, plastic clamshells with the following UPC 759465001854 (Turkey).",PA,0.0
